CheckingAccountStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,EmploymentDuration,InstallmentRate,PersonalStatus,Guarantor,ResidenceDuration,Property,Age,OtherInstallmentPlans,Housing,ExistingCredits,Job,Dependents,Telephone,ForeignWorker,Risk
4,6,Critical account,Radio/TV,1382,< 100 DM,1 - 4 years,1,Female divorced/separated/married,None,1,Car or other,28,None,Own,2,Skilled,2,Yes,No,Low Risk
3,36,Existing credits paid back,Radio/TV,5848,< 100 DM,1 - 4 years,4,Male single,None,1,Car or other,24,None,Own,1,Skilled,2,No,No,Low Risk
1,12,Existing credits paid back,Car (new),1228,< 100 DM,1 - 4 years,4,Female divorced/separated/married,None,2,Real estate,24,None,Own,1,Unskilled,2,No,No,High Risk
3,12,Existing credits paid back,Radio/TV,1297,< 100 DM,1 - 4 years,3,Male married/widowed,None,4,Real estate,23,None,Rent,1,Skilled,2,No,No,Low Risk
4,24,Existing credits paid back,Radio/TV,1552,< 100 DM,4 - 7 years,3,Male single,None,1,Car or other,32,Bank,Own,1,Skilled,1,No,No,Low Risk
4,12,Existing credits paid back,Radio/TV,1963,< 100 DM,4 - 7 years,4,Male single,None,2,Car or other,31,None,Rent,2,Highly skilled,1,Yes,No,Low Risk
4,24,Existing credits paid back,Radio/TV,3235,500 <= savings < 1000,>= 7 years,3,Male divorced/separated,None,2,Car or other,36,None,Own,1,Highly skilled,2,Yes,No,Low Risk
4,24,Critical account,Business,4139,100 <= savings < 500,1 - 4 years,3,Male single,None,3,Building society savings,27,None,Own,2,Unskilled,2,Yes,No,Low Risk
2,12,Critical account,Car (used),1804,100 <= savings < 500,< 1 year,3,Male single,None,4,Building society savings,44,None,Own,1,Skilled,2,No,No,Low Risk
4,18,Existing credits paid back,Business,1950,< 100 DM,4 - 7 years,4,Male single,None,1,Car or other,34,Stores,Own,2,Skilled,2,Yes,No,Low Risk
4,48,Delay in paying,Radio/TV,12749,500 <= savings < 1000,4 - 7 years,4,Male single,None,1,Car or other,37,None,Own,1,Highly skilled,2,Yes,No,Low Risk
4,9,Existing credits paid back,Domestic appliances,1236,< 100 DM,< 1 year,1,Female divorced/separated/married,None,4,Real estate,23,None,Rent,1,Skilled,2,Yes,No,Low Risk
4,18,Critical account,Car (new),1055,< 100 DM,< 1 year,4,Female divorced/separated/married,None,1,Building society savings,30,None,Own,2,Skilled,2,No,No,Low Risk
1,30,No credit history,Business,8072,Unknown / None,< 1 year,2,Male single,None,3,Car or other,25,Bank,Own,3,Skilled,2,No,No,Low Risk
4,30,Critical account,Radio/TV,2831,< 100 DM,1 - 4 years,4,Female divorced/separated/married,None,2,Car or other,33,None,Own,1,Skilled,2,Yes,No,Low Risk
4,9,Existing credits paid back,Business,1449,< 100 DM,4 - 7 years,3,Female divorced/separated/married,None,2,Car or other,27,None,Own,2,Skilled,2,No,No,Low Risk
4,36,Existing credits paid back,Business,5742,100 <= savings < 500,4 - 7 years,2,Male single,None,2,Car or other,31,None,Own,2,Skilled,2,Yes,No,Low Risk
4,12,Existing credits paid back,Car (new),2390,Unknown / None,>= 7 years,4,Male single,None,3,Car or other,50,None,Own,1,Skilled,2,Yes,No,Low Risk
4,24,Existing credits paid back,Radio/TV,3430,500 <= savings < 1000,>= 7 years,3,Male single,None,2,Car or other,31,None,Own,1,Skilled,1,Yes,No,Low Risk
2,36,Existing credits paid back,Education,2273,< 100 DM,4 - 7 years,3,Male single,None,1,Car or other,32,None,Own,2,Skilled,1,No,No,Low Risk
3,21,Existing credits paid back,Car (new),2923,100 <= savings < 500,1 - 4 years,1,Female divorced/separated/married,None,1,Car or other,28,Bank,Own,1,Highly skilled,2,Yes,No,Low Risk
4,24,Existing credits paid back,Radio/TV,1901,100 <= savings < 500,1 - 4 years,4,Male single,None,4,Car or other,29,None,Rent,1,Highly skilled,2,Yes,No,Low Risk
2,36,Existing credits paid back,Education,3711,Unknown / None,1 - 4 years,2,Male married/widowed,None,2,Car or other,27,None,Own,1,Skilled,2,No,No,Low Risk
2,48,Existing credits paid back,Car (new),8487,Unknown / None,4 - 7 years,1,Female divorced/separated/married,None,2,Car or other,24,None,Own,1,Skilled,2,No,No,Low Risk
4,24,Existing credits paid back,Car (new),2255,Unknown / None,< 1 year,4,Male single,None,1,Building society savings,54,None,Own,1,Skilled,2,No,No,Low Risk
4,12,Existing credits paid back,Radio/TV,1262,< 100 DM,1 - 4 years,3,Male single,None,2,Car or other,25,None,Own,1,Skilled,2,No,No,Low Risk
4,33,Critical account,Car (used),7253,< 100 DM,4 - 7 years,3,Male single,None,2,Car or other,35,None,Own,2,Highly skilled,2,Yes,No,Low Risk
4,6,Critical account,Car (new),6761,< 100 DM,4 - 7 years,1,Male single,None,3,Unknown / None,45,None,Own,2,Highly skilled,1,Yes,No,Low Risk
4,18,Critical account,Furniture/equipment,1817,< 100 DM,1 - 4 years,4,Female divorced/separated/married,None,2,Unknown / None,28,None,Own,2,Skilled,2,No,No,Low Risk
4,12,Existing credits paid back,Radio/TV,2141,100 <= savings < 500,4 - 7 years,3,Male single,None,1,Unknown / None,35,None,Own,1,Skilled,2,No,No,Low Risk
4,48,All credits paid back,Business,3609,< 100 DM,1 - 4 years,1,Female divorced/separated/married,None,1,Real estate,27,Stores,Own,1,Skilled,2,No,No,Low Risk
4,30,Existing credits paid back,Radio/TV,2333,500 <= savings < 1000,>= 7 years,4,Male single,None,2,Car or other,30,Bank,Own,1,Highly skilled,2,No,No,Low Risk
4,28,All credits paid back,Car (used),7824,Unknown / None,< 1 year,3,Male single,Guarantor,4,Real estate,40,Bank,Rent,2,Skilled,1,Yes,No,Low Risk
3,18,All credits paid back,Radio/TV,1445,Unknown / None,4 - 7 years,4,Male single,None,4,Car or other,49,Bank,Own,1,Unskilled,2,No,No,Low Risk
1,24,Existing credits paid back,Furniture/equipment,7721,Unknown / None,< 1 year,1,Female divorced/separated/married,None,2,Building society savings,30,None,Own,1,Skilled,2,Yes,Yes,Low Risk
1,21,Existing credits paid back,Car (new),3763,Unknown / None,4 - 7 years,2,Male single,Co-applicant,2,Real estate,24,None,Own,1,Unskilled,2,No,Yes,Low Risk
2,18,Existing credits paid back,Business,4439,< 100 DM,>= 7 years,1,Male single,Co-applicant,1,Real estate,33,Bank,Own,1,Highly skilled,2,Yes,No,Low Risk
1,12,Existing credits paid back,Radio/TV,1107,< 100 DM,1 - 4 years,2,Male single,None,2,Real estate,20,None,Rent,1,Highly skilled,1,Yes,No,Low Risk
2,15,Existing credits paid back,Radio/TV,1444,Unknown / None,< 1 year,4,Male single,None,1,Building society savings,23,None,Own,1,Skilled,2,No,No,Low Risk
2,48,All credits paid back,Car (new),12169,Unknown / None,Unemployed,4,Male single,Co-applicant,4,Unknown / None,36,None,Free,1,Highly skilled,2,Yes,No,Low Risk
4,9,Existing credits paid back,Radio/TV,2753,100 <= savings < 500,>= 7 years,3,Male single,Co-applicant,4,Car or other,35,None,Own,1,Skilled,2,Yes,No,Low Risk
3,4,Existing credits paid back,Car (new),1494,Unknown / None,< 1 year,1,Male single,None,2,Real estate,29,None,Own,1,Unskilled,1,No,Yes,Low Risk
1,24,All credits paid back,Furniture/equipment,2828,500 <= savings < 1000,1 - 4 years,4,Male single,None,4,Real estate,22,Stores,Own,1,Skilled,2,Yes,No,Low Risk
1,24,All credits paid back,Furniture/equipment,2483,500 <= savings < 1000,1 - 4 years,4,Male single,None,4,Real estate,22,Stores,Own,1,Skilled,2,Yes,No,Low Risk
3,6,Critical account,Car (new),1299,< 100 DM,1 - 4 years,1,Male single,None,1,Real estate,74,None,Own,3,Unemployed,1,No,Yes,Low Risk
2,9,Existing credits paid back,Car (new),1549,Unknown / None,< 1 year,4,Male single,None,2,Real estate,35,None,Own,1,Unemployed,2,No,No,Low Risk
3,10,Existing credits paid back,Car (new),3949,< 100 DM,< 1 year,1,Male single,Guarantor,1,Building society savings,37,None,Own,1,Unskilled,1,No,No,Low Risk
4,10,Existing credits paid back,Car (used),2901,Unknown / None,< 1 year,1,Female divorced/separated/married,None,4,Real estate,31,None,Rent,1,Skilled,2,No,No,Low Risk
3,6,Existing credits paid back,Car (new),709,>= 1000 DM,< 1 year,2,Male married/widowed,None,2,Real estate,27,None,Own,1,Unemployed,2,No,Yes,Low Risk
1,47,Existing credits paid back,Car (new),10722,< 100 DM,< 1 year,1,Female divorced/separated/married,None,1,Real estate,35,None,Own,1,Unskilled,2,Yes,No,Low Risk
4,10,Existing credits paid back,Car (new),1287,Unknown / None,>= 7 years,4,Male single,Co-applicant,2,Building society savings,45,None,Own,1,Unskilled,2,No,Yes,Low Risk
1,18,All credits paid back,Radio/TV,1940,< 100 DM,< 1 year,3,Male single,Co-applicant,4,Unknown / None,36,Bank,Free,1,Highly skilled,2,Yes,No,Low Risk
3,30,Critical account,Radio/TV,3656,Unknown / None,>= 7 years,4,Male single,None,4,Building society savings,49,Stores,Own,2,Unskilled,2,No,No,Low Risk
4,24,Delay in paying,Car (used),4679,< 100 DM,4 - 7 years,3,Male single,None,3,Car or other,35,None,Own,2,Unskilled,2,Yes,No,Low Risk
4,27,Delay in paying,Car (used),8613,>= 1000 DM,1 - 4 years,2,Male single,None,2,Car or other,27,None,Own,2,Skilled,2,No,No,Low Risk
1,18,Existing credits paid back,Furniture/equipment,2659,>= 1000 DM,1 - 4 years,4,Male single,None,2,Car or other,28,None,Own,1,Skilled,2,No,No,Low Risk
4,24,Critical account,Radio/TV,1516,>= 1000 DM,1 - 4 years,4,Female divorced/separated/married,None,1,Real estate,43,None,Own,2,Unskilled,2,No,No,Low Risk
1,18,Existing credits paid back,Car (new),4380,100 <= savings < 500,1 - 4 years,3,Male single,None,4,Car or other,35,None,Own,1,Unskilled,1,Yes,No,Low Risk
4,14,Delay in paying,Car (new),802,< 100 DM,1 - 4 years,4,Male single,None,2,Car or other,27,None,Own,2,Unskilled,2,No,No,Low Risk
4,21,Existing credits paid back,Business,1572,>= 1000 DM,>= 7 years,4,Female divorced/separated/married,None,4,Real estate,36,Bank,Own,1,Unskilled,2,No,No,Low Risk
2,48,All credits paid back,Business,3566,100 <= savings < 500,4 - 7 years,4,Male single,None,2,Car or other,30,None,Own,1,Skilled,2,No,No,Low Risk
4,24,Existing credits paid back,Radio/TV,1278,< 100 DM,>= 7 years,4,Male single,None,1,Real estate,36,None,Own,1,Highly skilled,2,Yes,No,Low Risk
4,6,No credit history,Radio/TV,426,< 100 DM,>= 7 years,4,Male married/widowed,None,4,Car or other,39,None,Own,1,Unskilled,2,No,No,Low Risk
4,39,Existing credits paid back,Car (used),8588,100 <= savings < 500,>= 7 years,4,Male single,None,2,Car or other,45,None,Own,1,Highly skilled,2,Yes,No,Low Risk
1,30,Existing credits paid back,Car (used),3857,< 100 DM,1 - 4 years,4,Male divorced/separated,None,4,Building society savings,40,None,Own,1,Highly skilled,2,Yes,No,Low Risk
2,12,Existing credits paid back,Car (new),685,< 100 DM,4 - 7 years,2,Male married/widowed,None,3,Car or other,25,Bank,Own,1,Unskilled,2,No,No,High Risk
1,24,Existing credits paid back,Radio/TV,1603,< 100 DM,>= 7 years,4,Female divorced/separated/married,None,4,Car or other,55,None,Own,1,Skilled,2,No,No,Low Risk
4,21,Existing credits paid back,Furniture/equipment,2241,< 100 DM,>= 7 years,4,Male single,None,2,Real estate,50,None,Own,2,Skilled,2,No,No,Low Risk
1,24,Existing credits paid back,Radio/TV,2384,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,64,Bank,Rent,1,Unskilled,2,No,No,Low Risk
4,4,Existing credits paid back,Furniture/equipment,601,< 100 DM,< 1 year,1,Female divorced/separated/married,None,3,Real estate,23,None,Rent,1,Unskilled,1,No,No,Low Risk
4,39,Existing credits paid back,Car (used),2569,500 <= savings < 1000,1 - 4 years,4,Male single,None,4,Car or other,24,None,Own,1,Skilled,2,No,No,Low Risk
4,15,Critical account,Radio/TV,1316,500 <= savings < 1000,1 - 4 years,2,Male married/widowed,None,2,Building society savings,47,None,Own,2,Unskilled,2,No,No,Low Risk
4,60,Existing credits paid back,Car (new),10366,< 100 DM,>= 7 years,2,Male single,None,4,Building society savings,42,None,Own,1,Highly skilled,2,Yes,No,Low Risk
4,18,Existing credits paid back,Business,1568,100 <= savings < 500,1 - 4 years,3,Female divorced/separated/married,None,4,Building society savings,24,None,Rent,1,Unskilled,2,No,No,Low Risk
4,18,Critical account,Radio/TV,629,500 <= savings < 1000,>= 7 years,4,Male single,None,3,Building society savings,32,Bank,Own,2,Highly skilled,2,Yes,No,Low Risk
4,6,All credits paid back,Radio/TV,1750,500 <= savings < 1000,>= 7 years,2,Male single,None,4,Building society savings,45,Bank,Own,1,Unskilled,1,No,No,Low Risk
4,24,Existing credits paid back,Car (used),3488,100 <= savings < 500,4 - 7 years,3,Female divorced/separated/married,None,4,Car or other,23,None,Own,1,Skilled,2,No,No,Low Risk
4,18,Critical account,Radio/TV,1800,< 100 DM,1 - 4 years,4,Male single,None,2,Car or other,24,None,Own,2,Skilled,2,No,No,Low Risk
4,24,Delay in paying,Furniture/equipment,4151,100 <= savings < 500,1 - 4 years,2,Male single,None,3,Building society savings,35,None,Own,2,Skilled,2,No,No,Low Risk
2,15,Existing credits paid back,Repairs,2631,100 <= savings < 500,1 - 4 years,3,Female divorced/separated/married,None,2,Real estate,25,None,Own,1,Unskilled,2,No,No,Low Risk
4,21,Existing credits paid back,Car (used),5248,Unknown / None,1 - 4 years,1,Male single,None,3,Car or other,26,None,Own,1,Skilled,2,No,No,Low Risk
2,18,Delay in paying,Car (new),2899,Unknown / None,>= 7 years,4,Male single,None,4,Car or other,43,None,Own,1,Skilled,1,No,No,Low Risk
2,18,Delay in paying,Repairs,6204,< 100 DM,1 - 4 years,2,Male single,None,4,Real estate,44,None,Own,1,Unskilled,1,Yes,No,Low Risk
4,12,Existing credits paid back,Radio/TV,804,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,38,None,Own,1,Skilled,2,No,No,Low Risk
4,36,Existing credits paid back,Radio/TV,3595,< 100 DM,>= 7 years,4,Male single,None,2,Car or other,28,None,Own,1,Skilled,2,No,No,Low Risk
4,36,Critical account,Car (used),5711,>= 1000 DM,>= 7 years,4,Male single,None,2,Car or other,38,None,Own,2,Highly skilled,2,Yes,No,Low Risk
3,15,Existing credits paid back,Business,2687,< 100 DM,4 - 7 years,2,Male single,None,4,Building society savings,26,None,Rent,1,Skilled,2,Yes,No,Low Risk
1,15,Delay in paying,Furniture/equipment,3643,< 100 DM,>= 7 years,1,Female divorced/separated/married,None,4,Building society savings,27,None,Own,2,Unskilled,2,No,No,Low Risk
4,10,Critical account,Furniture/equipment,2146,< 100 DM,< 1 year,1,Female divorced/separated/married,None,3,Real estate,23,None,Rent,2,Skilled,2,No,No,Low Risk
1,10,Existing credits paid back,Radio/TV,2315,< 100 DM,>= 7 years,3,Male single,None,4,Real estate,52,None,Own,1,Unskilled,2,No,No,Low Risk
4,5,Existing credits paid back,Business,3448,< 100 DM,4 - 7 years,1,Male single,None,4,Real estate,74,None,Own,1,Unskilled,2,No,No,Low Risk
4,15,Existing credits paid back,Furniture/equipment,2708,< 100 DM,< 1 year,2,Male single,None,3,Building society savings,27,Bank,Own,2,Unskilled,2,No,No,Low Risk
4,11,Critical account,Car (new),1393,< 100 DM,< 1 year,4,Female divorced/separated/married,None,4,Car or other,35,None,Own,2,Highly skilled,2,No,No,Low Risk
3,10,Existing credits paid back,Furniture/equipment,1275,< 100 DM,< 1 year,4,Female divorced/separated/married,None,2,Building society savings,23,None,Own,1,Skilled,2,No,No,Low Risk
4,9,Existing credits paid back,Furniture/equipment,1313,< 100 DM,>= 7 years,1,Male single,None,4,Car or other,20,None,Own,1,Skilled,2,No,No,Low Risk
4,12,Existing credits paid back,Radio/TV,1493,< 100 DM,< 1 year,4,Female divorced/separated/married,None,3,Car or other,34,None,Own,1,Skilled,1,No,No,Low Risk
4,22,Existing credits paid back,Radio/TV,2675,500 <= savings < 1000,>= 7 years,3,Male single,None,4,Car or other,40,None,Own,1,Skilled,2,No,No,Low Risk
2,9,Existing credits paid back,Radio/TV,2118,< 100 DM,1 - 4 years,2,Male single,None,2,Real estate,37,None,Own,1,Unskilled,1,No,No,Low Risk
4,36,Existing credits paid back,Car (new),909,500 <= savings < 1000,>= 7 years,4,Male single,None,4,Building society savings,36,None,Own,1,Skilled,2,No,No,Low Risk
4,12,Critical account,Furniture/equipment,1258,< 100 DM,< 1 year,2,Female divorced/separated/married,None,4,Building society savings,22,None,Rent,2,Unskilled,2,No,No,Low Risk
4,15,All credits paid back,Radio/TV,1569,100 <= savings < 500,>= 7 years,4,Male single,None,4,Car or other,34,Bank,Own,1,Unskilled,1,No,No,Low Risk
4,6,Existing credits paid back,Car (used),1236,500 <= savings < 1000,1 - 4 years,2,Male single,None,4,Building society savings,50,None,Rent,1,Skilled,2,No,No,Low Risk
4,36,Delay in paying,Furniture/equipment,7678,500 <= savings < 1000,4 - 7 years,2,Female divorced/separated/married,None,4,Car or other,40,None,Own,2,Skilled,2,Yes,No,Low Risk
4,6,Existing credits paid back,Repairs,660,500 <= savings < 1000,4 - 7 years,2,Male married/widowed,None,4,Real estate,23,None,Rent,1,Unskilled,2,No,No,Low Risk
4,24,Existing credits paid back,Furniture/equipment,2835,500 <= savings < 1000,>= 7 years,3,Male single,None,4,Building society savings,53,None,Own,1,Skilled,2,No,No,Low Risk
4,24,Existing credits paid back,Car (used),2670,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,35,None,Own,1,Highly skilled,2,Yes,No,Low Risk
4,12,All credits paid back,Retraining,3447,500 <= savings < 1000,1 - 4 years,4,Female divorced/separated/married,None,3,Real estate,35,None,Own,1,Unskilled,1,No,No,Low Risk
4,15,Existing credits paid back,Radio/TV,3568,< 100 DM,>= 7 years,4,Female divorced/separated/married,None,2,Car or other,54,Bank,Rent,1,Highly skilled,2,Yes,No,Low Risk
2,21,Critical account,Business,3652,< 100 DM,4 - 7 years,2,Male single,None,3,Building society savings,27,None,Own,2,Skilled,2,No,No,Low Risk
1,24,Existing credits paid back,Radio/TV,3660,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,4,Car or other,28,None,Own,1,Skilled,2,No,No,Low Risk
3,9,Existing credits paid back,Radio/TV,1126,100 <= savings < 500,>= 7 years,2,Male divorced/separated,None,4,Real estate,49,None,Own,1,Skilled,2,No,No,Low Risk
3,6,Delay in paying,Radio/TV,683,< 100 DM,< 1 year,2,Female divorced/separated/married,None,1,Building society savings,29,Bank,Own,1,Skilled,2,No,No,Low Risk
3,12,Existing credits paid back,Furniture/equipment,2251,< 100 DM,1 - 4 years,1,Female divorced/separated/married,None,2,Car or other,46,None,Own,1,Unskilled,2,No,No,Low Risk
4,12,Existing credits paid back,Car (used),4675,Unknown / None,< 1 year,1,Female divorced/separated/married,None,4,Car or other,20,None,Rent,1,Skilled,2,No,No,Low Risk
2,21,Delay in paying,Car (new),2353,< 100 DM,1 - 4 years,1,Male divorced/separated,None,4,Building society savings,47,None,Own,2,Skilled,2,No,No,Low Risk
1,21,Existing credits paid back,Radio/TV,3357,>= 1000 DM,< 1 year,4,Female divorced/separated/married,None,2,Car or other,29,Bank,Own,1,Skilled,2,No,No,Low Risk
4,6,Existing credits paid back,Car (new),672,< 100 DM,Unemployed,1,Female divorced/separated/married,None,4,Real estate,54,None,Own,1,Unemployed,2,Yes,No,Low Risk
1,6,Critical account,Radio/TV,338,500 <= savings < 1000,>= 7 years,4,Male single,None,4,Car or other,52,None,Own,2,Skilled,2,No,No,Low Risk
4,9,Existing credits paid back,Radio/TV,2697,< 100 DM,1 - 4 years,1,Male single,None,2,Real estate,32,None,Own,1,Skilled,1,No,No,Low Risk
4,9,Existing credits paid back,Car (new),2507,500 <= savings < 1000,>= 7 years,2,Male single,None,4,Unknown / None,51,None,Free,1,Unskilled,2,No,No,Low Risk
4,15,Delay in paying,Radio/TV,1478,< 100 DM,1 - 4 years,4,Male married/widowed,None,3,Real estate,33,Bank,Own,2,Skilled,2,No,No,Low Risk
4,12,Critical account,Education,3565,Unknown / None,< 1 year,2,Male single,None,1,Building society savings,37,None,Own,2,Unskilled,1,No,No,Low Risk
4,15,Existing credits paid back,Furniture/equipment,2221,500 <= savings < 1000,1 - 4 years,2,Female divorced/separated/married,None,4,Car or other,20,None,Rent,1,Skilled,2,No,No,Low Risk
4,6,Critical account,Radio/TV,1898,Unknown / None,1 - 4 years,1,Male single,None,2,Real estate,34,None,Own,2,Unskilled,1,No,No,Low Risk
2,6,Delay in paying,Business,1449,100 <= savings < 500,>= 7 years,1,Male divorced/separated,None,2,Car or other,31,Bank,Own,2,Skilled,1,No,No,Low Risk
4,15,Delay in paying,Furniture/equipment,960,>= 1000 DM,4 - 7 years,3,Female divorced/separated/married,None,2,Building society savings,30,None,Own,2,Skilled,2,No,No,Low Risk
4,36,Existing credits paid back,Car (used),8133,< 100 DM,1 - 4 years,1,Female divorced/separated/married,None,2,Building society savings,30,Bank,Own,1,Skilled,2,No,No,Low Risk
4,9,Existing credits paid back,Furniture/equipment,2301,100 <= savings < 500,< 1 year,2,Female divorced/separated/married,None,4,Building society savings,22,None,Rent,1,Skilled,2,No,No,Low Risk
4,6,Delay in paying,Business,1743,100 <= savings < 500,1 - 4 years,1,Male single,None,2,Real estate,34,None,Own,2,Unskilled,2,No,No,Low Risk
2,12,Existing credits paid back,Furniture/equipment,983,>= 1000 DM,< 1 year,1,Female divorced/separated/married,None,4,Real estate,19,None,Rent,1,Unskilled,2,No,No,Low Risk
4,18,Delay in paying,Radio/TV,2320,< 100 DM,Unemployed,2,Male married/widowed,None,3,Real estate,34,None,Own,2,Skilled,2,No,No,Low Risk
1,12,All credits paid back,Retraining,339,< 100 DM,>= 7 years,4,Male married/widowed,None,1,Car or other,45,Bank,Own,1,Unskilled,2,No,No,Low Risk
3,24,Existing credits paid back,Radio/TV,5152,< 100 DM,4 - 7 years,4,Male single,None,2,Car or other,25,Bank,Own,1,Skilled,2,No,No,Low Risk
3,24,Existing credits paid back,Furniture/equipment,3749,< 100 DM,< 1 year,2,Female divorced/separated/married,None,4,Car or other,26,None,Own,1,Skilled,2,No,No,Low Risk
4,9,Critical account,Radio/TV,3074,Unknown / None,1 - 4 years,1,Male single,None,2,Real estate,33,None,Own,2,Skilled,1,No,No,Low Risk
3,9,Existing credits paid back,Radio/TV,745,< 100 DM,1 - 4 years,3,Female divorced/separated/married,None,2,Real estate,28,None,Own,1,Unskilled,2,No,No,High Risk
4,24,Existing credits paid back,Car (new),1469,100 <= savings < 500,>= 7 years,4,Male married/widowed,None,4,Real estate,41,None,Rent,1,Unskilled,2,No,No,Low Risk
1,6,Existing credits paid back,Furniture/equipment,1374,< 100 DM,1 - 4 years,1,Male single,None,2,Real estate,36,Bank,Own,1,Unskilled,2,Yes,No,Low Risk
4,6,All credits paid back,Car (new),783,Unknown / None,1 - 4 years,1,Male single,Guarantor,2,Real estate,26,Stores,Own,1,Unskilled,1,No,No,Low Risk
1,21,Existing credits paid back,Radio/TV,2606,< 100 DM,< 1 year,4,Female divorced/separated/married,None,4,Building society savings,28,None,Rent,1,Highly skilled,2,Yes,No,Low Risk
4,54,No credit history,Car (used),9436,Unknown / None,1 - 4 years,2,Male single,None,2,Building society savings,39,None,Own,1,Unskilled,1,No,No,Low Risk
4,12,Critical account,Radio/TV,930,Unknown / None,>= 7 years,4,Male single,None,4,Real estate,65,None,Own,4,Skilled,2,No,No,Low Risk
4,48,Critical account,Car (used),2751,Unknown / None,>= 7 years,4,Male single,None,3,Car or other,38,None,Own,2,Skilled,1,Yes,No,Low Risk
4,6,Critical account,Car (new),250,>= 1000 DM,1 - 4 years,2,Female divorced/separated/married,None,2,Real estate,41,Bank,Own,2,Unskilled,2,No,No,Low Risk
2,24,Existing credits paid back,Car (new),1201,< 100 DM,< 1 year,4,Male single,None,1,Building society savings,26,None,Own,1,Skilled,2,No,No,Low Risk
1,6,Existing credits paid back,Car (new),662,< 100 DM,< 1 year,3,Male single,None,4,Real estate,41,None,Own,1,Unskilled,1,Yes,No,Low Risk
4,15,Existing credits paid back,Car (used),1300,Unknown / None,>= 7 years,4,Male single,None,4,Unknown / None,45,Bank,Free,1,Skilled,1,No,No,Low Risk
4,24,All credits paid back,Business,1559,< 100 DM,4 - 7 years,4,Male single,None,4,Car or other,40,Bank,Own,1,Skilled,2,Yes,No,Low Risk
3,12,Existing credits paid back,Radio/TV,3016,< 100 DM,1 - 4 years,3,Male married/widowed,None,1,Car or other,24,None,Own,1,Skilled,2,No,No,Low Risk
4,15,Critical account,Radio/TV,1360,< 100 DM,1 - 4 years,4,Male single,None,2,Building society savings,31,None,Own,2,Skilled,2,No,No,Low Risk
4,6,No credit history,Car (new),1204,100 <= savings < 500,1 - 4 years,4,Male single,None,1,Unknown / None,35,Bank,Rent,1,Skilled,2,No,Yes,Low Risk
4,10,Existing credits paid back,Car (new),1597,500 <= savings < 1000,1 - 4 years,3,Male single,None,2,Unknown / None,40,None,Rent,1,Unskilled,1,No,Yes,Low Risk
4,12,Existing credits paid back,Radio/TV,2073,100 <= savings < 500,1 - 4 years,4,Female divorced/separated/married,Co-applicant,2,Real estate,28,None,Own,1,Skilled,2,No,No,Low Risk
4,11,Existing credits paid back,Business,2142,>= 1000 DM,>= 7 years,1,Male divorced/separated,None,2,Real estate,28,None,Own,1,Skilled,2,Yes,No,Low Risk
1,10,Critical account,Furniture/equipment,2132,Unknown / None,< 1 year,2,Female divorced/separated/married,Co-applicant,3,Real estate,27,None,Rent,2,Skilled,2,No,Yes,Low Risk
4,10,Existing credits paid back,Car (new),1546,< 100 DM,1 - 4 years,3,Male single,None,2,Real estate,31,None,Own,1,Unskilled,1,No,Yes,Low Risk
4,24,Critical account,Car (new),1287,>= 1000 DM,>= 7 years,4,Female divorced/separated/married,None,4,Real estate,37,None,Own,2,Skilled,2,Yes,No,Low Risk
4,10,Existing credits paid back,Car (new),1418,100 <= savings < 500,1 - 4 years,3,Male single,None,2,Real estate,35,None,Rent,1,Unskilled,2,No,Yes,Low Risk
3,6,Critical account,Car (new),1343,< 100 DM,>= 7 years,1,Male single,None,4,Real estate,46,None,Own,2,Skilled,1,No,Yes,Low Risk
4,18,Existing credits paid back,Car (new),2662,Unknown / None,4 - 7 years,4,Male single,None,3,Building society savings,32,None,Own,1,Skilled,2,No,Yes,Low Risk
4,18,Critical account,Radio/TV,6070,< 100 DM,>= 7 years,3,Male single,None,4,Car or other,33,None,Own,2,Skilled,2,Yes,No,Low Risk
4,24,Critical account,Education,1927,Unknown / None,1 - 4 years,3,Female divorced/separated/married,None,2,Car or other,33,None,Own,2,Skilled,2,Yes,No,Low Risk
4,18,Critical account,Radio/TV,2404,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,2,Car or other,26,None,Own,2,Skilled,2,No,No,Low Risk
4,6,Critical account,Radio/TV,1554,< 100 DM,4 - 7 years,1,Female divorced/separated/married,None,2,Car or other,24,None,Rent,2,Skilled,2,Yes,No,Low Risk
4,22,Existing credits paid back,Car (new),1283,Unknown / None,4 - 7 years,4,Female divorced/separated/married,None,4,Building society savings,25,None,Rent,1,Skilled,2,No,No,Low Risk
4,24,Delay in paying,Car (new),717,Unknown / None,>= 7 years,4,Male married/widowed,None,4,Car or other,54,None,Own,2,Skilled,2,Yes,No,Low Risk
1,24,Existing credits paid back,Furniture/equipment,1747,< 100 DM,< 1 year,4,Male single,Co-applicant,1,Building society savings,24,None,Own,1,Unskilled,2,No,Yes,Low Risk
1,9,Critical account,Repairs,1288,100 <= savings < 500,>= 7 years,3,Male single,Guarantor,4,Real estate,48,None,Own,2,Skilled,1,No,Yes,Low Risk
